x,y,i,j,node,start_datetime,end_datetime,flux_m3,screen_top,screen_botm
501955.0,1200285.0,259,324,102370,2010-07-01,2010-07-31,-10445.502,9999.0,9999.0
502955.0,1200285.0,259,325,102371,2010-07-01,2010-07-31,-5218.7505,9999.0,9999.0
503955.0,1200285.0,259,326,102372,2010-07-01,2010-07-31,-7849.3853,9999.0,9999.0
504955.0,1200285.0,259,327,102373,2010-07-01,2010-07-31,-1591.9160000000002,9999.0,9999.0
505955.0,1200285.0,259,328,102374,2010-07-01,2010-07-31,-1364.1044,9999.0,9999.0
506955.0,1200285.0,259,329,102375,2010-07-01,2010-07-31,-469.4176,9999.0,9999.0
507955.0,1200285.0,259,330,102376,2010-07-01,2010-07-31,-42.674328,9999.0,9999.0
508955.0,1200285.0,259,331,102377,2010-07-01,2010-07-31,-3546.8315,9999.0,9999.0
509955.0,1200285.0,259,332,102378,2010-07-01,2010-07-31,-5018.8286,9999.0,9999.0
510955.0,1200285.0,259,333,102379,2010-07-01,2010-07-31,-3584.1084,9999.0,9999.0
511955.0,1200285.0,259,334,102380,2010-07-01,2010-07-31,-1296.2676,9999.0,9999.0
512955.0,1200285.0,259,335,102381,2010-07-01,2010-07-31,-469.4176,9999.0,9999.0
513955.0,1200285.0,259,336,102382,2010-07-01,2010-07-31,-3926.038,9999.0,9999.0
514955.0,1200285.0,259,337,102383,2010-07-01,2010-07-31,-1749.6475,9999.0,9999.0
529955.0,1200285.0,259,352,102398,2010-07-01,2010-07-31,-42.674328,9999.0,9999.0
499955.0,1201285.0,260,322,102762,2010-07-01,2010-07-31,-3883.3638,9999.0,9999.0
500955.0,1201285.0,260,323,102763,2010-07-01,2010-07-31,-4285.2607,9999.0,9999.0
501955.0,1201285.0,260,324,102764,2010-07-01,2010-07-31,-12399.883,9999.0,9999.0
502955.0,1201285.0,260,325,102765,2010-07-01,2010-07-31,-2958.58,9999.0,9999.0
503955.0,1201285.0,260,326,102766,2010-07-01,2010-07-31,-3985.9543,9999.0,9999.0
504955.0,1201285.0,260,327,102767,2010-07-01,2010-07-31,-1726.7515,9999.0,9999.0
505955.0,1201285.0,260,328,102768,2010-07-01,2010-07-31,-2834.5552,9999.0,9999.0
506955.0,1201285.0,260,329,102769,2010-07-01,2010-07-31,-3413.9463,9999.0,9999.0
507955.0,1201285.0,260,330,102770,2010-07-01,2010-07-31,-1606.0332,9999.0,9999.0
508955.0,1201285.0,260,331,102771,2010-07-01,2010-07-31,-3630.5593,9999.0,9999.0
509955.0,1201285.0,260,332,102772,2010-07-01,2010-07-31,-3243.2488,9999.0,9999.0
510955.0,1201285.0,260,333,102773,2010-07-01,2010-07-31,-2901.8542,9999.0,9999.0
511955.0,1201285.0,260,334,102774,2010-07-01,2010-07-31,-1024.1838,9999.0,9999.0
512955.0,1201285.0,260,335,102775,2010-07-01,2010-07-31,-116.82446000000002,9999.0,9999.0
513955.0,1201285.0,260,336,102776,2010-07-01,2010-07-31,-3371.2717,9999.0,9999.0
514955.0,1201285.0,260,337,102777,2010-07-01,2010-07-31,-128.02298000000002,9999.0,9999.0
519955.0,1201285.0,260,342,102782,2010-07-01,2010-07-31,-136.61792,9999.0,9999.0
520955.0,1201285.0,260,343,102783,2010-07-01,2010-07-31,-68.30896,9999.0,9999.0
525955.0,1201285.0,260,348,102788,2010-07-01,2010-07-31,-546.4717,9999.0,9999.0
532955.0,1201285.0,260,355,102795,2010-07-01,2010-07-31,-68.30896,9999.0,9999.0
499955.0,1202285.0,261,322,103156,2010-07-01,2010-07-31,-6149.43,9999.0,9999.0
500955.0,1202285.0,261,323,103157,2010-07-01,2010-07-31,-4766.1772,9999.0,9999.0
501955.0,1202285.0,261,324,103158,2010-07-01,2010-07-31,-11338.53,9999.0,9999.0
502955.0,1202285.0,261,325,103159,2010-07-01,2010-07-31,-3851.8083,9999.0,9999.0
503955.0,1202285.0,261,326,103160,2010-07-01,2010-07-31,-2670.6404,9999.0,9999.0
504955.0,1202285.0,261,327,103161,2010-07-01,2010-07-31,-1039.9218,9999.0,9999.0
505955.0,1202285.0,261,328,103162,2010-07-01,2010-07-31,-7608.5786,9999.0,9999.0
506955.0,1202285.0,261,329,103163,2010-07-01,2010-07-31,-5864.8276,9999.0,9999.0
507955.0,1202285.0,261,330,103164,2010-07-01,2010-07-31,-3080.655,9999.0,9999.0
508955.0,1202285.0,261,331,103165,2010-07-01,2010-07-31,-5224.096,9999.0,9999.0
509955.0,1202285.0,261,332,103166,2010-07-01,2010-07-31,-2432.4368,9999.0,9999.0
510955.0,1202285.0,261,333,103167,2010-07-01,2010-07-31,-3200.5745,9999.0,9999.0
511955.0,1202285.0,261,334,103168,2010-07-01,2010-07-31,-3712.6665,9999.0,9999.0
512955.0,1202285.0,261,335,103169,2010-07-01,2010-07-31,-414.54352,9999.0,9999.0
513955.0,1202285.0,261,336,103170,2010-07-01,2010-07-31,-1536.2758,9999.0,9999.0
524955.0,1202285.0,261,347,103181,2010-07-01,2010-07-31,-409.8538,9999.0,9999.0
533955.0,1202285.0,261,356,103190,2010-07-01,2010-07-31,-68.30896,9999.0,9999.0
499955.0,1203285.0,262,322,103550,2010-07-01,2010-07-31,-3592.7473,9999.0,9999.0
500955.0,1203285.0,262,323,103551,2010-07-01,2010-07-31,-8636.973,9999.0,9999.0
501955.0,1203285.0,262,324,103552,2010-07-01,2010-07-31,-10227.268,9999.0,9999.0
502955.0,1203285.0,262,325,103553,2010-07-01,2010-07-31,-3726.1743,9999.0,9999.0
503955.0,1203285.0,262,326,103554,2010-07-01,2010-07-31,-4791.5405,9999.0,9999.0
504955.0,1203285.0,262,327,103555,2010-07-01,2010-07-31,-3032.2969,9999.0,9999.0
505955.0,1203285.0,262,328,103556,2010-07-01,2010-07-31,-3229.425,9999.0,9999.0
506955.0,1203285.0,262,329,103557,2010-07-01,2010-07-31,-3870.9846,9999.0,9999.0
507955.0,1203285.0,262,330,103558,2010-07-01,2010-07-31,-3541.9692,9999.0,9999.0
508955.0,1203285.0,262,331,103559,2010-07-01,2010-07-31,-3157.9004,9999.0,9999.0
509955.0,1203285.0,262,332,103560,2010-07-01,2010-07-31,-2773.8313,9999.0,9999.0
510955.0,1203285.0,262,333,103561,2010-07-01,2010-07-31,-2603.134,9999.0,9999.0
511955.0,1203285.0,262,334,103562,2010-07-01,2010-07-31,-2553.8005,9999.0,9999.0
512955.0,1203285.0,262,335,103563,2010-07-01,2010-07-31,-3521.7075,9999.0,9999.0
513955.0,1203285.0,262,336,103564,2010-07-01,2010-07-31,-1152.2069,9999.0,9999.0
517955.0,1203285.0,262,340,103568,2010-07-01,2010-07-31,-85.348656,9999.0,9999.0
519955.0,1203285.0,262,342,103570,2010-07-01,2010-07-31,-31.221103999999997,9999.0,9999.0
520955.0,1203285.0,262,343,103571,2010-07-01,2010-07-31,-130.75117,9999.0,9999.0
533955.0,1203285.0,262,356,103584,2010-07-01,2010-07-31,-478.16275,9999.0,9999.0
537955.0,1203285.0,262,360,103588,2010-07-01,2010-07-31,-68.30896,9999.0,9999.0
499955.0,1204285.0,263,322,103944,2010-07-01,2010-07-31,-4450.5283,9999.0,9999.0
500955.0,1204285.0,263,323,103945,2010-07-01,2010-07-31,-4672.9785,9999.0,9999.0
501955.0,1204285.0,263,324,103946,2010-07-01,2010-07-31,-2232.9832,9999.0,9999.0
502955.0,1204285.0,263,325,103947,2010-07-01,2010-07-31,-1183.6826,9999.0,9999.0
503955.0,1204285.0,263,326,103948,2010-07-01,2010-07-31,-1587.1963,9999.0,9999.0
504955.0,1204285.0,263,327,103949,2010-07-01,2010-07-31,-1821.9777,9999.0,9999.0
505955.0,1204285.0,263,328,103950,2010-07-01,2010-07-31,-2037.6387,9999.0,9999.0
506955.0,1204285.0,263,329,103951,2010-07-01,2010-07-31,-4034.077,9999.0,9999.0
507955.0,1204285.0,263,330,103952,2010-07-01,2010-07-31,-5899.866999999999,9999.0,9999.0
508955.0,1204285.0,263,331,103953,2010-07-01,2010-07-31,-1536.2758,9999.0,9999.0
509955.0,1204285.0,263,332,103954,2010-07-01,2010-07-31,-853.4866,9999.0,9999.0
511955.0,1204285.0,263,334,103956,2010-07-01,2010-07-31,-146.29779,9999.0,9999.0
512955.0,1204285.0,263,335,103957,2010-07-01,2010-07-31,-2084.7185,9999.0,9999.0
519955.0,1204285.0,263,342,103964,2010-07-01,2010-07-31,-878.4338,9999.0,9999.0
520955.0,1204285.0,263,343,103965,2010-07-01,2010-07-31,-2383.1404,9999.0,9999.0
521955.0,1204285.0,263,344,103966,2010-07-01,2010-07-31,-1316.2758,9999.0,9999.0
522955.0,1204285.0,263,345,103967,2010-07-01,2010-07-31,-426.7433,9999.0,9999.0
533955.0,1204285.0,263,356,103978,2010-07-01,2010-07-31,-136.61792,9999.0,9999.0
534955.0,1204285.0,263,357,103979,2010-07-01,2010-07-31,-128.02298000000002,9999.0,9999.0
499955.0,1205285.0,264,322,104338,2010-07-01,2010-07-31,-4976.2383,9999.0,9999.0
500955.0,1205285.0,264,323,104339,2010-07-01,2010-07-31,-5607.5740000000005,9999.0,9999.0
501955.0,1205285.0,264,324,104340,2010-07-01,2010-07-31,-2471.1714,9999.0,9999.0
502955.0,1205285.0,264,325,104341,2010-07-01,2010-07-31,-537.8768,9999.0,9999.0
503955.0,1205285.0,264,326,104342,2010-07-01,2010-07-31,-196.33194,9999.0,9999.0
504955.0,1205285.0,264,327,104343,2010-07-01,2010-07-31,-1408.2528,9999.0,9999.0
505955.0,1205285.0,264,328,104344,2010-07-01,2010-07-31,-2336.1895,9999.0,9999.0
506955.0,1205285.0,264,329,104345,2010-07-01,2010-07-31,-1920.3448,9999.0,9999.0
507955.0,1205285.0,264,330,104346,2010-07-01,2010-07-31,-5003.7065,9999.0,9999.0
508955.0,1205285.0,264,331,104347,2010-07-01,2010-07-31,-741.2015,9999.0,9999.0
510955.0,1205285.0,264,333,104349,2010-07-01,2010-07-31,-341.39462000000003,9999.0,9999.0
512955.0,1205285.0,264,335,104351,2010-07-01,2010-07-31,-256.04596000000004,9999.0,9999.0
518955.0,1205285.0,264,341,104357,2010-07-01,2010-07-31,-243.7965,9999.0,9999.0
519955.0,1205285.0,264,342,104358,2010-07-01,2010-07-31,-2249.0923,9999.0,9999.0
520955.0,1205285.0,264,343,104359,2010-07-01,2010-07-31,-2841.4937,9999.0,9999.0
521955.0,1205285.0,264,344,104360,2010-07-01,2010-07-31,-2814.8357,9999.0,9999.0
522955.0,1205285.0,264,345,104361,2010-07-01,2010-07-31,-2560.4597,9999.0,9999.0
532955.0,1205285.0,264,355,104371,2010-07-01,2010-07-31,-409.8538,9999.0,9999.0
533955.0,1205285.0,264,356,104372,2010-07-01,2010-07-31,-129.64372,9999.0,9999.0
499955.0,1206285.0,265,322,104732,2010-07-01,2010-07-31,-2922.7312,9999.0,9999.0
500955.0,1206285.0,265,323,104733,2010-07-01,2010-07-31,-5782.811,9999.0,9999.0
501955.0,1206285.0,265,324,104734,2010-07-01,2010-07-31,-1965.7385,9999.0,9999.0
502955.0,1206285.0,265,325,104735,2010-07-01,2010-07-31,-1309.5859,9999.0,9999.0
503955.0,1206285.0,265,326,104736,2010-07-01,2010-07-31,-3144.3994,9999.0,9999.0
504955.0,1206285.0,265,327,104737,2010-07-01,2010-07-31,-2546.9587,9999.0,9999.0
505955.0,1206285.0,265,328,104738,2010-07-01,2010-07-31,-1365.5785,9999.0,9999.0
506955.0,1206285.0,265,329,104739,2010-07-01,2010-07-31,-640.1149,9999.0,9999.0
507955.0,1206285.0,265,330,104740,2010-07-01,2010-07-31,-2704.2207,9999.0,9999.0
508955.0,1206285.0,265,331,104741,2010-07-01,2010-07-31,-516.6313,9999.0,9999.0
509955.0,1206285.0,265,332,104742,2010-07-01,2010-07-31,-1920.3448,9999.0,9999.0
510955.0,1206285.0,265,333,104743,2010-07-01,2010-07-31,-2603.134,9999.0,9999.0
511955.0,1206285.0,265,334,104744,2010-07-01,2010-07-31,-682.78925,9999.0,9999.0
512955.0,1206285.0,265,335,104745,2010-07-01,2010-07-31,-1170.3644,9999.0,9999.0
513955.0,1206285.0,265,336,104746,2010-07-01,2010-07-31,-256.04596000000004,9999.0,9999.0
518955.0,1206285.0,265,341,104751,2010-07-01,2010-07-31,-579.01666,9999.0,9999.0
519955.0,1206285.0,265,342,104752,2010-07-01,2010-07-31,-3852.79,9999.0,9999.0
520955.0,1206285.0,265,343,104753,2010-07-01,2010-07-31,-3445.6655,9999.0,9999.0
521955.0,1206285.0,265,344,104754,2010-07-01,2010-07-31,-3755.3408,9999.0,9999.0
522955.0,1206285.0,265,345,104755,2010-07-01,2010-07-31,-384.06894,9999.0,9999.0
523955.0,1206285.0,265,346,104756,2010-07-01,2010-07-31,-1191.7427,9999.0,9999.0
524955.0,1206285.0,265,347,104757,2010-07-01,2010-07-31,-2228.3162,9999.0,9999.0
525955.0,1206285.0,265,348,104758,2010-07-01,2010-07-31,-384.06894,9999.0,9999.0
528955.0,1206285.0,265,351,104761,2010-07-01,2010-07-31,-262.121,9999.0,9999.0
533955.0,1206285.0,265,356,104766,2010-07-01,2010-07-31,-259.28745,9999.0,9999.0
534955.0,1206285.0,265,357,104767,2010-07-01,2010-07-31,-129.64372,9999.0,9999.0
499955.0,1207285.0,266,322,105126,2010-07-01,2010-07-31,-1372.5375,9999.0,9999.0
500955.0,1207285.0,266,323,105127,2010-07-01,2010-07-31,-2140.9753,9999.0,9999.0
501955.0,1207285.0,266,324,105128,2010-07-01,2010-07-31,-1882.2098,9999.0,9999.0
502955.0,1207285.0,266,325,105129,2010-07-01,2010-07-31,-2133.7163,9999.0,9999.0
503955.0,1207285.0,266,326,105130,2010-07-01,2010-07-31,-3159.5209999999997,9999.0,9999.0
504955.0,1207285.0,266,327,105131,2010-07-01,2010-07-31,-4149.1343,9999.0,9999.0
505955.0,1207285.0,266,328,105132,2010-07-01,2010-07-31,-3161.1418,9999.0,9999.0
506955.0,1207285.0,266,329,105133,2010-07-01,2010-07-31,-2633.6086,9999.0,9999.0
507955.0,1207285.0,266,330,105134,2010-07-01,2010-07-31,-1664.2988,9999.0,9999.0
508955.0,1207285.0,266,331,105135,2010-07-01,2010-07-31,-2017.0385,9999.0,9999.0
509955.0,1207285.0,266,332,105136,2010-07-01,2010-07-31,-4472.1655,9999.0,9999.0
510955.0,1207285.0,266,333,105137,2010-07-01,2010-07-31,-5754.016,9999.0,9999.0
511955.0,1207285.0,266,334,105138,2010-07-01,2010-07-31,-2219.065,9999.0,9999.0
512955.0,1207285.0,266,335,105139,2010-07-01,2010-07-31,-3627.3179,9999.0,9999.0
513955.0,1207285.0,266,336,105140,2010-07-01,2010-07-31,-1408.2528,9999.0,9999.0
514955.0,1207285.0,266,337,105141,2010-07-01,2010-07-31,-3290.4626,9999.0,9999.0
515955.0,1207285.0,266,338,105142,2010-07-01,2010-07-31,-896.1609,9999.0,9999.0
519955.0,1207285.0,266,342,105146,2010-07-01,2010-07-31,-469.4176,9999.0,9999.0
520955.0,1207285.0,266,343,105147,2010-07-01,2010-07-31,-3090.6277,9999.0,9999.0
521955.0,1207285.0,266,344,105148,2010-07-01,2010-07-31,-4224.7583,9999.0,9999.0
522955.0,1207285.0,266,345,105149,2010-07-01,2010-07-31,-512.0919,9999.0,9999.0
523955.0,1207285.0,266,346,105150,2010-07-01,2010-07-31,-489.18546,9999.0,9999.0
524955.0,1207285.0,266,347,105151,2010-07-01,2010-07-31,-2460.5193,9999.0,9999.0
525955.0,1207285.0,266,348,105152,2010-07-01,2010-07-31,-981.5095,9999.0,9999.0
528955.0,1207285.0,266,351,105155,2010-07-01,2010-07-31,-280.39578,9999.0,9999.0
534955.0,1207285.0,266,357,105161,2010-07-01,2010-07-31,-683.08966,9999.0,9999.0
499955.0,1174285.0,233,322,92124,2010-08-01,2010-08-31,-657.3247700000001,9999.0,9999.0
500955.0,1174285.0,233,323,92125,2010-08-01,2010-08-31,-331.56952,9999.0,9999.0
501955.0,1174285.0,233,324,92126,2010-08-01,2010-08-31,-1336.2338,9999.0,9999.0
502955.0,1174285.0,233,325,92127,2010-08-01,2010-08-31,-2346.6338,9999.0,9999.0
503955.0,1174285.0,233,326,92128,2010-08-01,2010-08-31,-1651.5178,9999.0,9999.0
504955.0,1174285.0,233,327,92129,2010-08-01,2010-08-31,-2384.7239,9999.0,9999.0
506955.0,1174285.0,233,329,92131,2010-08-01,2010-08-31,-2001.139,9999.0,9999.0
507955.0,1174285.0,233,330,92132,2010-08-01,2010-08-31,-2111.9172,9999.0,9999.0
508955.0,1174285.0,233,331,92133,2010-08-01,2010-08-31,-1838.5658,9999.0,9999.0
509955.0,1174285.0,233,332,92134,2010-08-01,2010-08-31,-1753.2335,9999.0,9999.0
510955.0,1174285.0,233,333,92135,2010-08-01,2010-08-31,-3513.2666,9999.0,9999.0
511955.0,1174285.0,233,334,92136,2010-08-01,2010-08-31,-3342.1675,9999.0,9999.0
512955.0,1174285.0,233,335,92137,2010-08-01,2010-08-31,-909.8527,9999.0,9999.0
513955.0,1174285.0,233,336,92138,2010-08-01,2010-08-31,-791.9689999999999,9999.0,9999.0
514955.0,1174285.0,233,337,92139,2010-08-01,2010-08-31,-3140.3665,9999.0,9999.0
515955.0,1174285.0,233,338,92140,2010-08-01,2010-08-31,-2988.4797,9999.0,9999.0
516955.0,1174285.0,233,339,92141,2010-08-01,2010-08-31,-1441.8231,9999.0,9999.0
517955.0,1174285.0,233,340,92142,2010-08-01,2010-08-31,-1180.9873,9999.0,9999.0
518955.0,1174285.0,233,341,92143,2010-08-01,2010-08-31,-1776.5607,9999.0,9999.0
519955.0,1174285.0,233,342,92144,2010-08-01,2010-08-31,-311.65814,9999.0,9999.0
520955.0,1174285.0,233,343,92145,2010-08-01,2010-08-31,-1346.1895,9999.0,9999.0
521955.0,1174285.0,233,344,92146,2010-08-01,2010-08-31,-905.1074,9999.0,9999.0
522955.0,1174285.0,233,345,92147,2010-08-01,2010-08-31,-351.13544,9999.0,9999.0
523955.0,1174285.0,233,346,92148,2010-08-01,2010-08-31,-2036.4916,9999.0,9999.0
524955.0,1174285.0,233,347,92149,2010-08-01,2010-08-31,-2828.4607,9999.0,9999.0
525955.0,1174285.0,233,348,92150,2010-08-01,2010-08-31,-351.0417,9999.0,9999.0
526955.0,1174285.0,233,349,92151,2010-08-01,2010-08-31,-75.42562,9999.0,9999.0
529955.0,1174285.0,233,352,92154,2010-08-01,2010-08-31,-85.381294,9999.0,9999.0
530955.0,1174285.0,233,353,92155,2010-08-01,2010-08-31,-37.71281,9999.0,9999.0
532955.0,1174285.0,233,355,92157,2010-08-01,2010-08-31,-678.83057,9999.0,9999.0
533955.0,1174285.0,233,356,92158,2010-08-01,2010-08-31,-3281.0142,9999.0,9999.0
534955.0,1174285.0,233,357,92159,2010-08-01,2010-08-31,-498.48972000000003,9999.0,9999.0
537955.0,1174285.0,233,360,92162,2010-08-01,2010-08-31,-45.936009999999996,9999.0,9999.0
501955.0,1175285.0,234,324,92520,2010-08-01,2010-08-31,-311.65814,9999.0,9999.0
502955.0,1175285.0,234,325,92521,2010-08-01,2010-08-31,-1319.9482,9999.0,9999.0
503955.0,1175285.0,234,326,92522,2010-08-01,2010-08-31,-1095.7422,9999.0,9999.0
504955.0,1175285.0,234,327,92523,2010-08-01,2010-08-31,-1707.626,9999.0,9999.0
505955.0,1175285.0,234,328,92524,2010-08-01,2010-08-31,-1185.0371,9999.0,9999.0
506955.0,1175285.0,234,329,92525,2010-08-01,2010-08-31,-6177.1990000000005,9999.0,9999.0
507955.0,1175285.0,234,330,92526,2010-08-01,2010-08-31,-2973.5366,9999.0,9999.0
508955.0,1175285.0,234,331,92527,2010-08-01,2010-08-31,-3777.6106,9999.0,9999.0
509955.0,1175285.0,234,332,92528,2010-08-01,2010-08-31,-3638.5609999999997,9999.0,9999.0
510955.0,1175285.0,234,333,92529,2010-08-01,2010-08-31,-2910.022,9999.0,9999.0
511955.0,1175285.0,234,334,92530,2010-08-01,2010-08-31,-2872.2854,9999.0,9999.0
512955.0,1175285.0,234,335,92531,2010-08-01,2010-08-31,-2289.315,9999.0,9999.0
513955.0,1175285.0,234,336,92532,2010-08-01,2010-08-31,-2564.471,9999.0,9999.0
514955.0,1175285.0,234,337,92533,2010-08-01,2010-08-31,-2941.599,9999.0,9999.0
515955.0,1175285.0,234,338,92534,2010-08-01,2010-08-31,-2979.312,9999.0,9999.0
516955.0,1175285.0,234,339,92535,2010-08-01,2010-08-31,-900.5066,9999.0,9999.0
517955.0,1175285.0,234,340,92536,2010-08-01,2010-08-31,-2042.8214,9999.0,9999.0
518955.0,1175285.0,234,341,92537,2010-08-01,2010-08-31,-2433.978,9999.0,9999.0
519955.0,1175285.0,234,342,92538,2010-08-01,2010-08-31,-150.85124,9999.0,9999.0
520955.0,1175285.0,234,343,92539,2010-08-01,2010-08-31,-2870.9873,9999.0,9999.0
522955.0,1175285.0,234,345,92541,2010-08-01,2010-08-31,-20.009536999999998,9999.0,9999.0
523955.0,1175285.0,234,346,92542,2010-08-01,2010-08-31,-2564.471,9999.0,9999.0
524955.0,1175285.0,234,347,92543,2010-08-01,2010-08-31,-3177.8315,9999.0,9999.0
525955.0,1175285.0,234,348,92544,2010-08-01,2010-08-31,-1433.0868,9999.0,9999.0
526955.0,1175285.0,234,349,92545,2010-08-01,2010-08-31,-783.30475,9999.0,9999.0
527955.0,1175285.0,234,350,92546,2010-08-01,2010-08-31,-492.84945999999997,9999.0,9999.0
528955.0,1175285.0,234,351,92547,2010-08-01,2010-08-31,-188.56403999999998,9999.0,9999.0
529955.0,1175285.0,234,352,92548,2010-08-01,2010-08-31,-981.5684,9999.0,9999.0
530955.0,1175285.0,234,353,92549,2010-08-01,2010-08-31,-113.13843,9999.0,9999.0
533955.0,1175285.0,234,356,92552,2010-08-01,2010-08-31,-1290.4586,9999.0,9999.0
535955.0,1175285.0,234,358,92554,2010-08-01,2010-08-31,-45.936009999999996,9999.0,9999.0
537955.0,1175285.0,234,360,92556,2010-08-01,2010-08-31,-91.87201999999999,9999.0,9999.0
499955.0,1176285.0,235,322,92912,2010-08-01,2010-08-31,-1754.1807,9999.0,9999.0
500955.0,1176285.0,235,323,92913,2010-08-01,2010-08-31,-1055.9586,9999.0,9999.0
501955.0,1176285.0,235,324,92914,2010-08-01,2010-08-31,-1336.2338,9999.0,9999.0
502955.0,1176285.0,235,325,92915,2010-08-01,2010-08-31,-1366.2479999999998,9999.0,9999.0
503955.0,1176285.0,235,326,92916,2010-08-01,2010-08-31,-226.27686,9999.0,9999.0
505955.0,1176285.0,235,328,92918,2010-08-01,2010-08-31,-3080.7540000000004,9999.0,9999.0
506955.0,1176285.0,235,329,92919,2010-08-01,2010-08-31,-5593.194,9999.0,9999.0
507955.0,1176285.0,235,330,92920,2010-08-01,2010-08-31,-5338.605,9999.0,9999.0
508955.0,1176285.0,235,331,92921,2010-08-01,2010-08-31,-3358.5498,9999.0,9999.0
509955.0,1176285.0,235,332,92922,2010-08-01,2010-08-31,-651.1225,9999.0,9999.0
510955.0,1176285.0,235,333,92923,2010-08-01,2010-08-31,-1047.4805,9999.0,9999.0
511955.0,1176285.0,235,334,92924,2010-08-01,2010-08-31,-2984.2993,9999.0,9999.0
512955.0,1176285.0,235,335,92925,2010-08-01,2010-08-31,-1213.022,9999.0,9999.0
513955.0,1176285.0,235,336,92926,2010-08-01,2010-08-31,-1051.3578,9999.0,9999.0
514955.0,1176285.0,235,337,92927,2010-08-01,2010-08-31,-1698.1117,9999.0,9999.0
515955.0,1176285.0,235,338,92928,2010-08-01,2010-08-31,-1436.6464,9999.0,9999.0
516955.0,1176285.0,235,339,92929,2010-08-01,2010-08-31,-333.80704,9999.0,9999.0
517955.0,1176285.0,235,340,92930,2010-08-01,2010-08-31,-3246.5974,9999.0,9999.0
518955.0,1176285.0,235,341,92931,2010-08-01,2010-08-31,-1875.2141,9999.0,9999.0
519955.0,1176285.0,235,342,92932,2010-08-01,2010-08-31,-1847.9276,9999.0,9999.0
520955.0,1176285.0,235,343,92933,2010-08-01,2010-08-31,-1076.343,9999.0,9999.0
522955.0,1176285.0,235,345,92935,2010-08-01,2010-08-31,-838.95435,9999.0,9999.0
523955.0,1176285.0,235,346,92936,2010-08-01,2010-08-31,-75.42562,9999.0,9999.0
524955.0,1176285.0,235,347,92937,2010-08-01,2010-08-31,-2866.1736,9999.0,9999.0
525955.0,1176285.0,235,348,92938,2010-08-01,2010-08-31,-3582.7168,9999.0,9999.0
526955.0,1176285.0,235,349,92939,2010-08-01,2010-08-31,-3340.1467,9999.0,9999.0
527955.0,1176285.0,235,350,92940,2010-08-01,2010-08-31,-2624.205,9999.0,9999.0
528955.0,1176285.0,235,351,92941,2010-08-01,2010-08-31,-1782.4578,9999.0,9999.0
529955.0,1176285.0,235,352,92942,2010-08-01,2010-08-31,-1319.9482,9999.0,9999.0
534955.0,1176285.0,235,357,92947,2010-08-01,2010-08-31,-91.87201999999999,9999.0,9999.0
535955.0,1176285.0,235,358,92948,2010-08-01,2010-08-31,-45.936009999999996,9999.0,9999.0
537955.0,1176285.0,235,360,92950,2010-08-01,2010-08-31,-45.936009999999996,9999.0,9999.0
499955.0,1177285.0,236,322,93306,2010-08-01,2010-08-31,-1741.1189,9999.0,9999.0
501955.0,1177285.0,236,324,93308,2010-08-01,2010-08-31,-433.39722,9999.0,9999.0
502955.0,1177285.0,236,325,93309,2010-08-01,2010-08-31,-1647.8918,9999.0,9999.0
503955.0,1177285.0,236,326,93310,2010-08-01,2010-08-31,-3534.1262,9999.0,9999.0
504955.0,1177285.0,236,327,93311,2010-08-01,2010-08-31,-3474.3920000000003,9999.0,9999.0
505955.0,1177285.0,236,328,93312,2010-08-01,2010-08-31,-2604.2544,9999.0,9999.0
506955.0,1177285.0,236,329,93313,2010-08-01,2010-08-31,-4442.86,9999.0,9999.0
507955.0,1177285.0,236,330,93314,2010-08-01,2010-08-31,-4284.1626,9999.0,9999.0
508955.0,1177285.0,236,331,93315,2010-08-01,2010-08-31,-1859.9933,9999.0,9999.0
509955.0,1177285.0,236,332,93316,2010-08-01,2010-08-31,-4811.889,9999.0,9999.0
510955.0,1177285.0,236,333,93317,2010-08-01,2010-08-31,-4527.58,9999.0,9999.0
511955.0,1177285.0,236,334,93318,2010-08-01,2010-08-31,-3001.7083,9999.0,9999.0
512955.0,1177285.0,236,335,93319,2010-08-01,2010-08-31,-1509.5477,9999.0,9999.0
513955.0,1177285.0,236,336,93320,2010-08-01,2010-08-31,-1169.0972,9999.0,9999.0
514955.0,1177285.0,236,337,93321,2010-08-01,2010-08-31,-829.6818,9999.0,9999.0
515955.0,1177285.0,236,338,93322,2010-08-01,2010-08-31,-1247.5787,9999.0,9999.0
516955.0,1177285.0,236,339,93323,2010-08-01,2010-08-31,-1415.2488,9999.0,9999.0
517955.0,1177285.0,236,340,93324,2010-08-01,2010-08-31,-77.49633,9999.0,9999.0
518955.0,1177285.0,236,341,93325,2010-08-01,2010-08-31,-2396.174,9999.0,9999.0
519955.0,1177285.0,236,342,93326,2010-08-01,2010-08-31,-1741.0013,9999.0,9999.0
520955.0,1177285.0,236,343,93327,2010-08-01,2010-08-31,-843.4727,9999.0,9999.0
522955.0,1177285.0,236,345,93329,2010-08-01,2010-08-31,-1100.5397,9999.0,9999.0
523955.0,1177285.0,236,346,93330,2010-08-01,2010-08-31,-482.75897000000003,9999.0,9999.0
524955.0,1177285.0,236,347,93331,2010-08-01,2010-08-31,-2380.0483,9999.0,9999.0
525955.0,1177285.0,236,348,93332,2010-08-01,2010-08-31,-2649.9014,9999.0,9999.0
526955.0,1177285.0,236,349,93333,2010-08-01,2010-08-31,-2555.2693,9999.0,9999.0
